student_id,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Admission grade,semester,attendance_percentage,ca1_score,ca2_score,ca3_score,best_2_ca_average,mid_term_score,previous_semester_tgpa,academic_trend,academic_risk
STU0577,7,13.828571428571427,8,8,137.5,6,85.0,20.6,16.8,18.0,19.3,13.8,7.87,Declining,0.0
STU0578,5,10.6,5,7,150.0,3,54.0,17.2,16.2,15.0,16.7,20.4,7.38,Stable,0.0
STU0579,6,11.5,6,7,120.4,2,75.8,21.4,17.3,20.2,20.8,17.1,5.77,Improving,1.0
STU0580,4,13.5,6,6,136.7,2,56.5,14.5,15.8,22.0,18.9,14.7,5.14,Stable,0.0
STU0581,0,0.0,6,12,118.5,4,39.3,9.2,13.6,18.5,16.0,5.8,2.87,Stable,1.0
STU0582,7,12.5375,7,8,133.0,6,63.2,14.8,13.3,18.9,16.8,13.6,6.8,Declining,0.0
STU0583,6,14.833333333333334,6,6,128.8,2,92.1,15.9,10.9,12.0,14.0,12.0,6.82,Declining,1.0
STU0584,4,12.0,5,10,133.0,5,81.0,17.8,13.4,25.0,21.4,8.9,5.97,Stable,0.0
STU0585,5,11.8,6,8,102.0,6,76.7,15.9,10.2,21.4,18.6,17.2,8.91,Declining,0.0
STU0586,5,15.0,5,5,133.9,8,84.7,20.8,14.3,13.2,17.6,23.5,7.89,Stable,0.0
STU0587,3,12.0,5,7,127.0,1,47.6,17.0,18.0,10.7,17.5,19.1,,Improving,0.0
STU0588,6,12.833333333333334,6,6,120.4,7,69.1,18.4,11.2,13.8,16.1,16.6,4.54,Improving,1.0
STU0589,6,11.666666666666666,6,12,124.5,4,66.1,20.1,21.4,23.0,22.2,25.1,6.31,Stable,1.0
STU0590,7,12.1625,7,9,123.9,6,70.0,2.4,4.3,5.1,4.7,1.5,6.99,Declining,1.0
STU0591,6,13.833333333333334,6,6,117.8,1,68.4,14.6,13.6,14.9,14.8,8.9,,Improving,0.0
STU0592,4,12.45,7,12,126.7,4,66.7,15.9,15.3,21.1,18.5,12.9,5.88,Stable,1.0
STU0593,6,12.125,6,9,110.0,5,84.1,18.0,13.1,6.6,15.6,16.0,6.11,Declining,0.0
STU0594,5,13.4,6,8,134.7,2,48.4,14.6,17.3,19.0,18.2,13.2,5.6,Stable,1.0
STU0595,6,13.333333333333334,6,8,113.2,3,66.5,13.1,11.7,18.5,15.8,7.6,6.51,Declining,1.0
STU0596,11,11.454545454545457,15,15,141.0,4,64.7,18.8,16.9,15.0,17.8,16.4,7.83,Stable,0.0
STU0597,4,12.0,6,10,111.5,4,62.4,11.1,10.7,8.8,10.9,9.8,6.83,Declining,1.0
STU0598,6,12.666666666666666,7,8,140.0,1,78.4,24.1,26.0,18.4,25.0,25.7,,Improving,0.0
STU0599,6,12.666666666666666,6,7,134.3,3,62.9,19.5,19.3,7.2,19.4,17.9,6.3,Declining,1.0
STU0600,18,11.88888888888889,18,22,125.3,2,72.0,17.0,5.7,14.7,15.8,3.7,5.67,Declining,1.0
STU0601,0,0.0,6,0,140.0,7,56.2,9.6,9.8,11.5,10.6,9.8,4.64,Stable,1.0
STU0602,4,13.0,6,6,119.6,8,61.7,18.0,9.6,10.2,14.1,18.4,5.45,Improving,0.0
STU0603,7,16.885714285714283,7,7,170.0,2,80.8,27.5,25.3,30.0,28.8,24.6,7.92,Improving,0.0
STU0604,6,12.5,6,6,150.5,2,69.5,14.5,14.0,17.5,16.0,17.0,7.32,Declining,1.0
STU0605,7,13.055555555555555,7,9,128.0,2,63.0,18.6,14.5,18.7,18.6,13.2,5.96,Stable,0.0
STU0606,0,0.0,0,0,108.7,4,55.4,6.7,8.8,6.9,7.8,8.7,3.81,Improving,0.0
STU0607,0,0.0,5,7,121.6,7,54.9,15.2,14.6,15.3,15.2,9.7,4.37,Stable,1.0
STU0608,7,12.355714285714283,8,8,125.3,4,67.7,20.9,18.0,25.6,23.2,16.8,6.96,Improving,1.0
STU0609,0,0.0,6,0,117.6,1,66.3,1.4,1.5,3.6,2.6,0.3,,Improving,1.0
STU0610,5,11.98,7,8,124.3,1,75.6,25.4,25.3,24.5,25.4,24.1,,Improving,0.0
STU0611,7,13.857142857142858,7,7,106.1,2,63.8,4.0,2.1,15.6,9.8,0.9,4.31,Declining,1.0
STU0612,5,13.0,6,9,139.9,6,74.5,19.0,14.1,20.7,19.8,9.9,6.65,Declining,1.0
STU0613,6,12.833333333333334,6,6,110.8,5,55.3,8.4,13.6,21.1,17.4,12.0,4.98,Stable,1.0
STU0614,4,11.0,5,11,118.0,4,65.5,22.0,16.4,14.8,19.2,18.7,5.52,Declining,1.0
STU0615,7,12.357142857142858,8,8,117.8,2,64.8,14.2,12.6,13.6,13.9,12.7,6.21,Declining,1.0
STU0616,7,13.857142857142858,8,8,127.5,7,57.0,10.1,9.4,11.0,10.6,12.9,6.78,Declining,0.0
STU0617,6,12.333333333333334,6,6,129.7,3,77.5,15.7,21.8,22.9,22.4,16.7,5.94,Stable,0.0
STU0618,7,12.847142857142858,7,8,130.6,6,68.8,13.4,13.6,16.5,15.0,14.1,7.9,Declining,1.0
STU0619,6,12.339999999999998,7,9,126.3,7,65.4,12.4,10.8,12.1,12.2,9.7,4.38,Stable,0.0
STU0620,5,12.666666666666666,6,10,140.0,4,72.5,17.5,12.6,27.7,22.6,13.7,7.54,Declining,1.0
STU0621,6,13.833333333333334,6,6,105.0,7,95.5,10.6,9.0,23.2,16.9,10.8,4.91,Stable,1.0
STU0622,2,10.75,5,15,114.6,2,60.1,13.3,15.7,13.6,14.6,21.5,4.72,Stable,0.0
STU0623,4,13.25,6,11,114.6,5,52.1,16.5,13.6,11.0,15.0,16.7,6.04,Stable,0.0
STU0624,8,13.73125,8,8,131.0,1,57.2,11.2,14.8,25.4,20.1,14.5,,Stable,0.0
STU0625,6,13.333333333333334,6,6,109.0,4,79.1,8.8,9.1,18.0,13.6,12.1,3.63,Stable,0.0
STU0626,5,12.0,6,8,132.0,2,80.5,14.9,18.1,18.7,18.4,6.3,6.2,Declining,1.0
STU0627,9,10.88888888888889,9,10,130.0,1,63.8,16.7,14.4,17.6,17.2,15.5,,Stable,1.0
STU0628,7,13.025,7,8,109.5,1,87.5,21.0,22.3,17.7,21.6,23.2,,Improving,0.0
STU0629,6,13.0,6,6,115.9,3,73.3,14.8,13.3,13.4,14.1,13.1,5.17,Stable,0.0
STU0630,5,11.8,6,10,131.6,4,59.3,15.8,23.3,17.8,20.6,16.6,4.2,Stable,0.0
STU0631,7,12.042857142857144,8,8,120.0,3,74.6,22.7,21.8,19.9,22.2,16.9,5.37,Stable,0.0
STU0632,5,12.2,6,9,109.7,2,80.2,30.0,29.8,27.1,29.9,25.1,5.52,Improving,0.0
STU0633,7,12.8375,7,8,136.4,8,79.3,28.3,26.4,21.5,27.4,20.8,6.81,Improving,0.0
STU0634,7,11.0,7,13,120.0,8,65.7,2.5,4.4,5.2,4.8,7.6,5.66,Declining,1.0
STU0635,6,13.5,6,7,132.6,1,65.4,6.1,6.8,22.2,14.5,12.8,,Improving,0.0
STU0636,6,12.125,6,8,112.9,3,66.8,13.5,17.8,19.1,18.5,21.5,5.98,Stable,0.0
STU0637,7,12.62857142857143,8,12,134.3,5,89.7,17.6,14.3,19.5,18.6,11.6,6.85,Stable,0.0
STU0638,3,10.666666666666666,5,9,123.2,5,65.2,10.0,9.0,14.9,12.4,6.2,5.47,Declining,1.0
STU0639,5,11.2,6,11,117.2,3,78.5,17.8,15.3,9.5,16.6,12.4,5.27,Stable,1.0
STU0640,6,12.666666666666666,6,6,129.8,6,78.5,15.4,16.5,16.4,16.4,11.3,6.62,Declining,1.0
STU0641,4,13.5,6,7,158.0,1,70.5,10.4,5.6,7.0,8.7,4.3,,Stable,1.0
STU0642,3,11.666666666666666,5,9,116.5,3,71.3,12.4,9.1,16.3,14.4,8.5,5.68,Declining,0.0
STU0643,2,10.5,5,8,121.0,5,82.3,16.1,11.3,19.8,18.0,16.4,7.53,Declining,0.0
STU0644,8,14.26875,8,8,133.8,5,81.9,21.2,20.4,21.6,21.4,16.4,8.11,Declining,1.0
STU0645,0,0.0,6,0,115.0,6,54.9,2.2,0.7,11.1,6.6,5.1,1.16,Improving,1.0
STU0646,2,10.5,5,8,131.8,1,60.5,11.3,9.8,7.3,10.6,15.0,,Improving,1.0
STU0647,5,11.2,6,11,121.0,2,74.6,17.5,12.3,13.8,15.6,14.9,5.77,Stable,0.0
STU0648,5,12.0,5,5,152.4,1,65.1,11.1,8.5,15.5,13.3,13.8,,Improving,0.0
STU0649,7,12.228571428571428,7,9,110.2,2,67.8,19.5,12.6,18.8,19.2,9.6,4.66,Stable,0.0
STU0650,4,11.5,5,6,113.5,1,90.4,8.4,8.9,7.4,8.6,6.4,,Stable,0.0
STU0651,6,15.375,6,8,144.4,4,69.0,17.2,17.4,28.2,22.8,17.8,8.53,Declining,0.0
STU0652,9,13.666666666666666,12,19,143.3,4,83.5,18.6,17.9,27.0,22.8,17.8,7.48,Declining,0.0
STU0653,7,12.614285714285714,8,11,100.0,5,68.1,19.6,16.8,22.3,21.0,22.3,5.15,Improving,0.0
STU0654,5,12.2,6,7,126.3,3,67.1,8.5,0.2,5.1,6.8,1.1,5.17,Declining,1.0
STU0655,4,11.75,6,13,115.9,1,93.6,20.4,19.6,19.5,20.0,15.9,,Improving,0.0
STU0656,5,11.4,6,9,114.9,5,61.0,22.3,18.8,20.2,21.2,17.9,4.85,Improving,1.0
STU0657,5,10.6,6,10,121.0,1,58.2,8.8,11.5,12.0,11.8,7.6,,Improving,1.0
STU0658,13,10.923076923076923,16,16,112.3,7,72.8,22.4,23.9,26.9,25.4,16.9,6.78,Stable,0.0
STU0659,5,12.4,6,6,127.0,1,67.6,7.5,6.3,15.9,11.7,6.2,,Stable,0.0
STU0660,0,0.0,6,6,120.0,4,61.0,9.1,15.1,18.8,17.0,9.0,2.84,Improving,0.0
STU0661,6,15.833333333333334,6,6,180.0,7,68.0,12.5,10.6,20.6,16.6,16.7,4.78,Improving,0.0
STU0662,5,11.8,7,12,117.4,4,74.8,18.0,13.8,18.1,18.0,10.6,5.57,Improving,0.0
STU0663,6,12.571428571428571,6,7,115.8,4,54.8,8.5,12.7,18.4,15.6,13.1,4.68,Improving,1.0
STU0664,3,12.0,5,7,136.5,5,52.2,13.3,12.4,22.7,18.0,16.7,5.84,Stable,1.0
STU0665,7,13.3625,7,8,129.0,1,70.5,12.5,12.3,21.2,16.8,10.2,,Stable,0.0
STU0666,5,15.4,5,6,137.6,5,53.8,12.4,20.4,16.0,18.2,15.9,6.82,Declining,0.0
STU0667,5,12.2,6,9,129.5,7,77.9,18.8,19.4,12.9,19.1,18.7,7.13,Stable,0.0
STU0668,11,12.818181818181818,11,11,129.1,8,62.7,17.8,15.0,14.8,16.4,17.1,7.03,Declining,1.0
STU0669,0,0.0,7,0,130.2,3,43.8,13.5,13.2,0.0,13.4,11.1,3.09,Declining,0.0
STU0670,17,13.394736842105264,17,21,134.3,3,72.9,12.4,16.6,17.2,16.9,11.0,5.42,Stable,1.0
STU0671,6,14.25,6,8,138.4,6,71.8,24.8,23.4,20.9,24.1,24.3,6.06,Improving,0.0
STU0672,9,13.444444444444445,11,19,120.0,4,60.6,10.1,11.7,15.7,13.7,9.7,6.92,Declining,1.0
STU0673,7,12.285714285714286,7,8,123.5,2,86.8,12.4,15.9,20.7,18.3,13.2,5.21,Stable,0.0
STU0674,6,11.666666666666666,6,7,116.1,2,55.2,8.9,11.4,12.5,12.0,10.1,5.49,Stable,1.0
STU0675,6,12.166666666666666,6,8,110.8,2,70.8,22.4,25.1,29.4,27.2,24.4,5.43,Improving,0.0
STU0676,2,10.0,6,11,142.8,3,67.2,14.7,18.0,14.3,16.4,22.1,5.32,Stable,0.0
STU0677,6,14.0,6,6,155.5,2,90.9,14.1,15.7,18.1,16.9,12.6,8.43,Declining,1.0
STU0678,5,11.833333333333334,6,9,126.7,1,75.7,9.8,11.6,10.3,11.0,10.8,,Stable,1.0
STU0679,1,15.0,6,7,163.5,1,68.2,13.5,11.7,21.8,17.6,7.0,,Stable,1.0
STU0680,0,0.0,0,0,161.9,7,54.5,11.1,19.2,17.1,18.2,18.3,3.99,Improving,0.0
STU0681,6,10.833333333333334,6,7,123.3,1,70.3,19.2,10.7,15.2,17.2,14.1,,Stable,0.0
STU0682,6,13.142857142857142,6,7,137.5,1,82.0,16.2,17.4,14.6,16.8,14.8,,Improving,1.0
STU0683,5,14.4,5,8,166.6,3,70.5,18.5,11.9,28.5,23.5,15.3,8.39,Declining,0.0
STU0684,0,0.0,6,0,103.5,2,70.2,7.0,8.7,0.8,7.8,6.7,1.15,Improving,1.0
STU0685,7,12.0,12,17,110.0,8,61.2,8.6,6.0,18.4,13.5,4.8,6.31,Declining,1.0
STU0686,9,12.2,10,13,128.2,7,70.8,16.9,14.1,14.8,15.8,18.7,6.36,Improving,0.0
STU0687,3,12.333333333333334,3,3,137.7,3,62.9,18.0,15.2,20.6,19.3,17.8,5.04,Stable,0.0
STU0688,7,11.8375,7,8,128.8,3,65.4,17.4,11.7,24.6,21.0,17.0,7.72,Declining,0.0
STU0689,5,11.8,5,5,170.0,3,64.1,17.3,16.4,20.5,18.9,13.0,5.03,Improving,0.0
STU0690,0,0.0,5,5,116.4,1,43.6,4.6,13.8,6.5,10.2,4.9,,Improving,1.0
STU0691,0,0.0,6,0,100.9,2,50.0,7.1,3.5,13.9,10.5,3.9,2.88,Stable,0.0
STU0692,19,12.68421052631579,19,19,136.0,1,70.0,14.0,10.1,20.8,17.4,15.3,,Stable,1.0
STU0693,6,12.571428571428571,6,8,130.0,1,81.5,20.1,22.8,30.0,26.4,21.5,,Improving,0.0
STU0694,3,11.25,7,18,100.0,4,50.0,11.2,15.1,3.3,13.2,8.2,2.55,Stable,0.0
STU0695,4,14.0,5,13,157.0,1,63.0,16.4,14.5,9.6,15.4,16.8,,Improving,0.0
STU0696,4,13.333333333333334,5,15,152.1,1,66.6,17.1,21.9,22.9,22.4,14.0,,Improving,0.0
STU0697,6,13.666666666666666,6,7,162.9,4,75.6,12.1,12.5,14.6,13.6,8.9,4.97,Declining,1.0
STU0698,3,10.0,6,12,137.2,3,66.0,14.8,15.6,18.3,17.0,14.0,5.63,Declining,1.0
STU0699,5,12.6,6,12,140.0,1,67.4,13.8,12.0,10.6,12.9,7.7,,Stable,1.0
STU0700,3,17.333333333333332,5,10,146.5,1,62.5,12.8,11.7,18.4,15.6,8.7,,Declining,1.0
STU0701,5,13.2,6,10,130.0,2,65.6,21.3,26.3,24.1,25.2,27.4,7.09,Improving,1.0
STU0702,3,14.0,5,9,128.0,2,58.6,7.7,2.9,11.5,9.6,11.1,4.39,Declining,1.0
STU0703,4,13.875,4,4,190.0,6,84.9,17.5,11.1,19.1,18.3,22.0,6.84,Declining,1.0
STU0704,0,0.0,5,5,133.2,7,60.0,4.3,0.0,0.8,2.6,3.6,3.89,Declining,1.0
STU0705,9,13.11111111111111,9,9,124.3,3,69.6,16.9,20.5,22.7,21.6,20.1,6.41,Stable,1.0
STU0706,5,13.0,5,8,138.1,3,63.3,14.2,11.0,22.2,18.2,11.2,7.5,Declining,1.0
STU0707,10,12.5,10,10,144.3,5,64.1,12.4,13.2,11.1,12.8,11.0,6.66,Declining,1.0
STU0708,18,14.11111111111111,18,18,140.0,5,75.1,24.2,16.7,18.0,21.1,22.7,8.68,Declining,0.0
STU0709,11,14.727272727272728,11,11,148.3,2,81.6,19.0,16.0,26.2,22.6,21.6,7.86,Declining,0.0
STU0710,0,0.0,6,6,96.0,1,52.0,2.9,10.2,1.9,6.6,8.6,,Improving,0.0
STU0711,0,0.0,5,5,121.7,3,73.1,11.0,15.6,14.0,14.8,7.9,4.12,Stable,1.0
STU0712,0,0.0,5,5,160.0,4,71.9,9.9,9.2,11.7,10.8,10.0,4.76,Stable,0.0
STU0713,4,13.5,5,7,110.3,1,77.3,14.5,9.2,12.3,13.4,7.9,,Stable,1.0
STU0714,7,13.105714285714283,8,8,129.0,2,78.6,21.9,19.3,26.5,24.2,17.4,5.15,Improving,0.0
STU0715,5,13.5,5,8,150.0,2,69.1,22.0,23.2,24.7,24.0,26.3,6.33,Improving,0.0
STU0716,13,11.846153846153848,13,18,100.0,2,72.8,15.4,12.9,17.0,16.2,8.4,6.02,Declining,0.0
STU0717,0,0.0,5,5,107.5,3,48.9,2.7,3.8,0.0,3.2,10.6,3.21,Declining,1.0
STU0718,3,14.333333333333334,6,11,170.0,5,92.5,13.0,18.0,23.4,20.7,17.2,6.89,Stable,0.0
STU0719,5,15.8,5,10,123.0,4,75.9,16.7,12.9,12.9,14.8,12.2,6.24,Stable,0.0
STU0720,5,13.8,6,16,138.5,2,71.4,18.5,19.9,16.8,19.2,17.4,5.48,Improving,1.0
STU0721,6,12.666666666666666,10,18,140.0,1,73.3,17.2,15.5,18.3,17.8,12.6,,Improving,0.0
STU0722,6,13.0,6,10,113.6,6,90.5,2.8,9.3,24.6,17.0,5.3,6.84,Declining,1.0
STU0723,0,0.0,0,0,170.0,4,39.1,7.7,14.9,7.3,11.3,9.5,2.76,Stable,1.0
STU0724,1,11.0,6,6,115.5,1,76.5,12.5,7.6,4.9,10.0,7.6,,Stable,1.0
STU0725,0,0.0,5,9,130.0,2,50.3,2.7,9.0,13.5,11.2,1.4,3.02,Stable,0.0
STU0726,7,15.2,7,7,140.0,6,68.7,25.2,28.0,28.4,28.2,23.6,7.05,Improving,0.0
STU0727,6,14.428571428571429,6,7,126.6,6,67.4,19.6,12.5,22.6,21.1,10.2,5.95,Stable,0.0
STU0728,0,0.0,5,5,143.2,7,44.5,5.4,2.9,16.1,10.8,0.0,5.14,Declining,1.0
STU0729,0,0.0,0,0,131.4,4,57.9,9.3,4.3,15.2,12.2,0.6,3.27,Declining,0.0
STU0730,4,13.75,6,13,133.3,3,58.2,7.7,6.9,9.4,8.6,13.6,4.0,Stable,1.0
STU0731,5,12.166666666666666,6,11,118.3,3,72.7,14.9,13.8,10.8,14.4,15.0,6.62,Declining,0.0
STU0732,5,12.142857142857142,6,12,140.0,2,81.8,14.8,13.0,21.1,18.0,15.3,4.7,Stable,1.0
STU0733,6,12.0,6,9,124.7,5,66.5,12.5,17.2,16.6,16.9,14.2,6.89,Stable,0.0
STU0734,3,11.666666666666666,5,10,140.0,4,66.6,15.2,7.7,14.8,15.0,12.7,5.31,Declining,1.0
STU0735,0,0.0,6,9,150.0,1,46.3,13.0,9.4,5.9,11.2,13.9,,Improving,0.0
STU0736,6,11.875,6,10,115.6,7,66.6,19.8,19.8,21.2,20.5,19.2,5.88,Improving,0.0
STU0737,7,11.285714285714286,11,15,116.9,3,95.8,19.0,20.4,21.3,20.8,24.0,6.13,Improving,0.0
STU0738,2,10.0,6,17,123.4,1,76.1,6.8,2.1,12.6,9.7,5.1,,Stable,1.0
STU0739,11,12.0,12,13,146.5,3,66.7,8.3,12.4,8.6,10.5,12.4,5.81,Stable,0.0
STU0740,6,13.833333333333334,7,7,117.1,7,57.5,11.1,18.5,19.5,19.0,15.7,6.51,Declining,0.0
STU0741,0,0.0,6,0,113.9,7,57.2,7.1,7.5,10.7,9.1,3.0,4.23,Stable,1.0
STU0742,6,14.428571428571429,6,7,128.7,4,79.1,17.0,13.0,25.3,21.2,14.8,7.28,Declining,0.0
STU0743,5,14.2,7,8,132.9,8,65.2,21.8,24.3,9.3,23.0,13.4,5.08,Improving,0.0
STU0744,4,11.5,5,8,123.0,7,66.2,9.9,16.0,13.0,14.5,11.0,4.95,Improving,1.0
STU0745,5,13.0,6,7,129.8,6,63.2,17.8,12.4,14.4,16.1,13.0,5.22,Declining,1.0
STU0746,0,0.0,6,6,156.1,7,52.5,13.5,15.4,13.3,14.4,11.3,5.59,Stable,0.0
STU0747,3,11.333333333333334,6,12,120.0,3,77.9,17.4,19.2,24.1,21.6,15.5,5.22,Improving,1.0
STU0748,18,12.5,18,45,117.2,6,68.7,30.0,28.1,26.8,29.0,27.9,6.5,Improving,0.0
STU0749,0,0.0,5,5,107.0,4,58.6,0.1,0.0,5.1,2.6,0.0,1.73,Stable,1.0
STU0750,7,13.471428571428572,7,7,128.4,5,69.3,11.6,15.4,16.2,15.8,19.6,6.17,Stable,0.0
STU0751,4,11.75,5,5,123.4,2,52.5,9.9,4.8,7.0,8.4,9.7,5.35,Declining,0.0
STU0752,6,13.333333333333334,6,9,126.7,5,71.8,21.5,17.6,14.6,19.6,14.6,6.62,Stable,1.0
STU0753,8,13.105,8,8,123.0,8,53.5,17.1,8.4,21.0,19.0,14.2,4.8,Improving,0.0
STU0754,0,0.0,5,5,137.2,2,70.0,8.5,9.7,10.2,10.0,12.2,5.43,Declining,0.0
STU0755,6,15.5,6,6,125.9,8,78.8,17.3,12.4,26.6,22.0,16.2,8.05,Stable,1.0
STU0756,0,0.0,0,0,138.0,3,76.9,14.6,16.9,17.1,17.0,9.8,4.62,Improving,1.0
STU0757,4,11.25,6,6,128.2,2,74.9,13.2,15.6,18.9,17.2,21.2,5.21,Improving,1.0
STU0758,12,11.0,15,24,126.5,1,66.8,24.1,22.9,23.7,23.9,23.7,,Improving,0.0
STU0759,6,12.333333333333334,6,10,112.4,6,54.0,15.5,16.0,16.0,16.0,10.1,5.38,Declining,1.0
STU0760,8,11.375,9,18,109.0,4,64.5,17.4,17.3,17.5,17.4,16.7,5.1,Declining,1.0
STU0761,18,12.22222222222222,18,19,100.0,2,69.2,21.7,22.3,26.1,24.2,19.8,7.89,Stable,0.0
STU0762,0,0.0,0,0,144.7,4,75.4,5.4,1.3,0.0,3.4,3.3,3.9,Stable,0.0
STU0763,9,12.0,9,11,120.0,3,74.5,16.6,12.3,24.4,20.5,9.4,6.98,Declining,0.0
STU0764,1,11.0,5,10,100.0,3,75.2,7.6,7.8,11.0,9.4,7.9,6.79,Declining,0.0
STU0765,16,14.125,16,17,154.0,7,79.8,23.8,21.3,23.9,23.8,18.1,7.31,Stable,0.0
STU0766,5,10.2,5,8,111.3,5,58.3,11.8,12.0,11.6,11.9,9.1,3.84,Stable,1.0
STU0767,4,12.0,5,7,150.0,6,71.6,19.7,20.9,19.2,20.3,19.8,5.87,Improving,0.0
STU0768,9,12.333333333333334,9,11,100.0,4,78.1,16.2,16.5,10.6,16.4,13.0,5.64,Stable,1.0
STU0769,9,14.333333333333334,9,9,162.5,8,75.9,15.7,12.1,18.5,17.1,12.2,6.89,Stable,0.0
STU0770,6,15.166666666666666,6,6,134.1,2,71.6,27.4,18.0,26.7,27.0,24.0,7.5,Improving,0.0
STU0771,6,15.142857142857142,6,8,133.0,2,95.7,24.7,20.0,14.4,22.4,17.5,9.41,Declining,0.0
STU0772,0,0.0,6,0,119.0,1,56.8,14.2,8.6,5.7,11.4,7.4,,Improving,0.0
STU0773,6,13.411428571428573,7,9,131.1,4,69.4,22.6,19.6,24.4,23.5,14.4,7.1,Declining,0.0
STU0774,6,12.333333333333334,6,7,129.4,5,51.0,17.7,18.1,23.7,20.9,13.8,6.81,Declining,1.0
STU0775,4,11.8,6,13,123.9,5,74.8,15.6,12.5,17.7,16.6,13.4,6.65,Declining,1.0
STU0776,6,12.0,6,9,140.0,3,73.5,19.2,24.4,16.9,21.8,22.1,6.09,Improving,1.0
STU0777,6,15.0,6,7,162.0,1,73.6,11.2,14.0,20.4,17.2,9.3,,Stable,1.0
STU0778,8,13.875,12,12,131.6,5,72.1,13.0,20.8,14.1,17.4,18.4,7.54,Declining,0.0
STU0779,6,11.833333333333334,7,9,110.6,8,64.1,8.6,12.5,14.5,13.5,10.7,5.72,Declining,1.0
STU0780,6,12.5,6,6,117.4,2,61.9,11.3,15.3,8.4,13.3,7.0,5.4,Stable,1.0
STU0781,6,15.0,6,6,137.8,2,78.7,15.7,14.6,18.0,16.8,15.1,7.44,Declining,1.0
STU0782,2,11.666666666666666,6,10,106.7,2,71.6,6.0,1.5,7.0,6.5,8.8,5.39,Declining,0.0
STU0783,7,14.668,7,10,156.9,3,81.6,23.0,20.6,28.0,25.5,13.7,7.78,Declining,1.0
STU0784,6,13.345,8,9,129.0,2,84.2,17.4,15.7,21.7,19.5,23.1,6.24,Improving,0.0
STU0785,5,12.8,6,7,124.8,3,70.0,19.9,15.2,15.5,17.7,13.7,6.95,Stable,1.0
STU0786,6,10.833333333333334,6,10,115.1,5,64.8,22.5,17.1,23.3,22.9,11.4,5.48,Stable,0.0
STU0787,6,13.666666666666666,6,6,146.7,3,76.1,18.9,18.8,15.5,18.8,17.9,6.48,Stable,0.0
STU0788,7,14.537142857142856,8,8,132.8,3,61.4,13.6,11.7,17.5,15.6,15.4,6.67,Stable,0.0
STU0789,5,14.4,5,5,159.1,1,73.4,17.9,9.7,14.4,16.2,11.9,,Stable,0.0
STU0790,0,0.0,0,0,137.6,7,41.4,5.9,3.3,11.2,8.6,5.1,4.6,Declining,1.0
STU0791,6,13.166666666666666,6,6,124.0,3,59.5,12.7,13.5,18.7,16.1,20.1,5.62,Stable,0.0
STU0792,2,11.5,6,15,149.0,3,46.8,7.9,4.2,18.1,13.0,6.9,6.37,Declining,1.0
STU0793,6,11.333333333333334,6,7,129.6,1,70.6,13.8,14.5,17.9,16.2,24.5,,Improving,0.0
STU0794,6,12.0,6,6,110.0,5,85.1,14.1,15.7,3.5,14.9,18.6,6.31,Declining,0.0
STU0795,6,13.166666666666666,6,6,116.1,7,62.9,14.3,16.1,12.6,15.2,13.6,4.82,Stable,0.0
STU0796,6,14.833333333333334,6,6,133.3,1,79.5,18.7,13.4,26.0,22.4,16.1,,Improving,0.0
STU0797,7,13.0,7,7,144.3,1,98.9,26.6,19.7,21.2,23.9,19.9,,Improving,0.0
STU0798,7,13.087142857142856,7,8,133.6,1,80.7,21.4,19.2,12.6,20.3,19.7,,Improving,0.0
STU0799,6,13.333333333333334,6,8,123.2,4,68.8,19.5,20.1,22.8,21.5,20.4,6.83,Improving,1.0
STU0800,6,12.166666666666666,6,7,137.2,7,66.3,14.3,16.7,20.2,18.4,13.0,5.92,Stable,1.0
STU0801,6,11.0,6,8,130.0,3,66.7,8.2,8.7,10.1,9.4,3.2,5.66,Declining,1.0
STU0802,0,0.0,6,0,110.0,3,46.3,1.6,9.8,5.5,7.6,9.6,4.31,Declining,1.0
STU0803,5,13.6,5,7,118.0,6,67.2,12.8,21.0,14.4,17.7,19.4,6.35,Declining,0.0
STU0804,6,15.5,6,6,128.4,6,84.7,7.1,6.5,19.0,13.0,2.7,6.92,Declining,1.0
STU0805,7,13.857142857142858,7,7,113.6,2,86.2,14.3,21.1,20.6,20.8,17.5,6.7,Stable,1.0
STU0806,2,11.5,5,10,113.5,2,56.1,21.7,21.1,14.0,21.4,22.9,5.56,Stable,1.0
STU0807,6,13.0,6,6,146.9,3,65.6,17.7,20.4,19.3,19.8,20.9,6.41,Improving,0.0
STU0808,6,14.0,6,10,141.3,6,65.0,12.4,16.4,13.0,14.7,10.8,5.77,Declining,0.0
STU0809,0,0.0,4,4,129.7,5,59.3,6.8,3.2,14.1,10.4,7.8,4.54,Stable,1.0
STU0810,6,11.166666666666666,6,6,121.3,5,80.4,6.3,5.2,18.2,12.2,6.5,5.04,Declining,0.0
STU0811,0,0.0,6,0,109.1,6,76.8,5.5,0.2,5.6,5.6,3.7,4.58,Declining,0.0
STU0812,7,12.142857142857142,7,8,107.1,2,63.2,18.3,11.1,16.3,17.3,9.8,5.35,Stable,0.0
STU0813,7,14.145714285714286,7,7,129.2,3,70.9,16.6,19.0,24.3,21.6,0.9,6.7,Declining,0.0
STU0814,7,14.45,7,7,154.1,1,79.6,9.5,16.3,17.0,16.6,9.9,,Stable,0.0
