student_id,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Admission grade,attendance_percentage,ct1_score,ct2_score,assignment_average,quiz_average,lms_login_frequency,lms_resource_access,late_submission_count,academic_trend,academic_risk
STU1176,4,11.0,6,7,130.0,53.5,54.4,65.8,54.6,35.6,6.1,52.4,5,Stable,1.0
STU1177,6,13.571428571428571,6,8,126.9,66.2,60.8,49.4,56.5,65.2,1.8,48.1,4,Stable,0.0
STU1178,5,14.6,6,7,168.5,66.5,43.9,71.8,63.4,69.1,2.6,28.8,3,Stable,0.0
STU1179,3,11.833333333333334,7,13,130.0,72.1,40.8,51.9,63.8,81.0,4.0,36.4,5,Stable,1.0
STU1180,7,12.625,7,11,122.8,43.9,51.2,60.7,54.1,66.8,2.1,43.2,3,Declining,0.0
STU1181,4,11.5,7,12,110.0,58.8,49.9,59.5,58.3,44.2,3.5,62.4,5,Declining,1.0
STU1182,4,13.25,5,8,127.1,72.2,50.7,59.2,67.0,46.6,5.8,63.0,3,Declining,0.0
STU1183,7,12.60625,7,9,108.5,64.3,47.7,58.7,64.1,29.8,3.2,58.6,6,Stable,0.0
STU1184,8,13.75,10,15,138.2,65.0,51.3,84.5,54.2,47.5,3.2,52.3,1,Declining,1.0
STU1185,6,13.598333333333334,7,10,96.0,54.1,49.6,69.6,54.1,39.6,2.1,73.6,4,Declining,
STU1186,5,11.142857142857142,6,11,124.5,73.7,21.3,22.6,43.7,59.3,2.6,59.8,3,Stable,0.0
STU1187,11,12.7,11,11,120.0,65.6,51.9,57.3,77.5,69.8,4.1,27.9,5,Stable,
STU1188,1,10.0,5,9,132.3,70.8,54.9,66.4,52.5,75.0,5.7,67.8,6,Stable,1.0
STU1189,6,11.666666666666666,6,8,120.7,77.5,67.8,44.4,40.3,90.1,3.6,49.1,0,Declining,0.0
STU1190,6,14.0,6,8,132.6,77.6,67.2,56.1,47.7,57.9,3.8,68.2,2,Declining,0.0
STU1191,0,0.0,5,9,140.0,55.6,37.4,40.3,39.7,32.3,2.1,38.9,7,Declining,1.0
STU1192,7,12.04142857142857,8,9,124.5,62.8,38.2,74.6,68.9,49.6,2.9,33.9,4,Stable,0.0
STU1193,0,0.0,0,0,142.0,50.6,28.4,25.4,38.1,29.7,0.0,23.0,7,Declining,0.0
STU1194,13,13.76923076923077,13,14,130.0,87.3,50.7,52.0,68.1,89.3,6.5,34.2,3,Stable,0.0
STU1195,18,15.444444444444445,18,20,144.0,74.3,49.6,75.5,60.8,34.1,6.2,60.3,3,Improving,0.0
STU1196,6,11.5,7,9,128.5,74.2,39.8,58.3,60.8,72.5,5.1,53.6,6,Stable,
STU1197,2,10.0,3,3,140.0,65.9,36.8,54.8,62.4,36.6,3.5,45.1,3,Declining,1.0
STU1198,4,12.25,6,8,113.9,61.6,33.1,56.8,61.1,47.2,5.0,39.8,4,Declining,1.0
STU1199,6,14.5,6,6,137.2,65.1,64.4,54.8,31.6,24.0,2.2,50.5,2,Improving,0.0
STU1200,6,15.571428571428571,6,7,140.0,77.3,61.5,64.0,55.6,68.6,4.2,57.3,4,Stable,0.0
STU1201,6,15.571428571428571,6,7,152.3,68.1,53.6,59.7,46.5,65.5,4.8,65.7,2,Stable,0.0
STU1202,5,13.8,6,8,112.5,62.7,56.6,52.1,61.9,40.8,5.5,43.3,5,Stable,0.0
STU1203,3,10.666666666666666,5,8,101.0,57.0,51.4,49.9,52.0,63.1,3.9,44.7,4,Declining,1.0
STU1204,5,11.6,6,8,112.3,67.7,41.4,46.7,70.6,63.2,4.2,31.5,5,Declining,0.0
STU1205,1,13.0,6,11,114.0,59.8,70.0,42.9,48.6,44.1,3.8,29.5,3,Stable,1.0
STU1206,3,12.0,5,9,130.0,69.1,39.7,58.7,53.1,26.4,1.8,65.6,6,Declining,0.0
STU1207,12,12.333333333333334,14,14,121.5,90.5,37.8,45.1,59.0,56.6,3.8,83.3,5,Stable,0.0
STU1208,6,12.875,6,10,120.0,70.8,54.4,63.7,62.7,66.8,3.3,56.3,5,Stable,
STU1209,1,11.0,6,12,130.0,77.3,53.6,46.7,40.8,38.1,4.3,40.9,3,Declining,1.0
STU1210,4,12.25,6,10,125.7,59.4,46.6,51.9,43.5,65.1,4.3,43.2,7,Stable,1.0
STU1211,0,0.0,7,7,128.0,61.2,51.0,36.9,35.3,28.7,3.9,49.7,7,Declining,1.0
STU1212,4,10.75,6,11,113.2,74.4,51.2,58.1,58.4,50.1,4.2,0.0,3,Declining,
STU1213,8,13.63,8,9,120.0,79.1,44.8,75.4,67.9,47.5,3.9,90.3,4,Stable,0.0
STU1214,3,13.0,5,8,117.8,75.0,42.5,74.3,52.1,53.5,5.2,50.7,7,Declining,0.0
STU1215,6,13.533333333333331,7,9,121.3,67.0,54.6,68.4,61.8,64.5,2.5,15.6,3,Stable,
STU1216,7,16.9,7,7,169.7,76.3,57.2,60.2,63.9,77.4,4.0,95.2,2,Stable,0.0
STU1217,5,12.0,6,10,117.7,57.4,65.4,63.4,53.5,55.3,2.6,15.1,4,Declining,0.0
STU1218,6,12.5,6,6,121.8,78.9,61.5,30.3,53.9,34.7,2.5,18.2,2,Declining,0.0
STU1219,7,12.764285714285714,8,8,128.3,59.3,34.1,63.2,63.5,62.3,2.7,40.4,4,Stable,0.0
STU1220,5,13.75,5,8,132.2,76.4,50.0,59.7,74.3,50.3,3.1,50.3,5,Stable,0.0
STU1221,0,0.0,0,0,134.3,63.3,20.1,19.5,49.9,34.2,2.2,48.0,6,Declining,1.0
STU1222,7,14.604285714285712,7,7,123.4,76.2,71.8,50.3,69.2,57.3,3.7,50.6,3,Declining,0.0
STU1223,0,0.0,5,7,121.7,72.2,24.4,42.4,61.3,45.7,2.4,19.3,7,Declining,1.0
STU1224,5,13.833333333333334,6,9,130.0,74.9,54.6,59.8,48.3,49.1,4.2,48.3,4,Stable,0.0
STU1225,8,13.57625,8,8,126.5,57.4,46.1,68.9,64.3,63.1,1.4,51.2,3,Stable,0.0
STU1226,6,15.142857142857142,6,7,159.7,72.3,30.1,76.9,71.3,60.5,4.3,76.8,4,Improving,0.0
STU1227,3,10.666666666666666,5,8,151.3,48.3,32.6,48.9,60.7,56.8,2.5,62.8,6,Declining,0.0
STU1228,5,11.2,6,11,138.0,64.5,47.3,39.7,47.6,62.9,1.7,41.4,3,Declining,0.0
STU1229,8,13.76375,8,8,126.5,64.7,61.4,67.5,49.5,29.8,4.5,51.0,6,Stable,0.0
STU1230,8,13.25,9,10,140.0,73.1,60.9,72.9,73.6,51.5,4.2,28.1,4,Improving,
STU1231,5,10.714285714285714,6,10,112.3,58.3,33.8,68.0,57.3,50.0,3.8,59.2,5,Stable,0.0
STU1232,6,12.166666666666666,6,6,127.3,59.5,55.0,59.9,57.5,50.2,4.6,50.9,4,Stable,0.0
STU1233,6,14.357142857142858,7,8,130.0,71.3,64.8,80.4,56.5,44.8,3.2,60.3,3,Declining,0.0
STU1234,6,12.833333333333334,6,6,115.0,75.6,58.0,51.5,70.0,45.9,2.7,61.9,2,Declining,0.0
STU1235,7,13.925714285714283,8,8,131.5,67.6,49.5,76.1,66.5,61.9,4.0,78.5,7,Stable,0.0
STU1236,2,12.0,5,9,125.7,82.3,48.7,37.2,49.8,55.8,2.9,41.6,3,Declining,1.0
STU1237,7,13.44285714285714,7,7,126.8,64.5,55.2,29.1,65.4,55.5,7.3,55.2,6,Stable,0.0
STU1238,1,16.0,5,5,132.4,70.4,66.7,38.8,55.1,39.9,3.5,73.5,7,Stable,1.0
STU1239,6,13.125,6,8,150.0,69.3,72.8,48.4,64.1,64.5,3.9,50.5,3,Stable,0.0
STU1240,0,0.0,6,7,95.0,53.0,43.8,39.1,54.5,48.4,1.0,30.0,7,Declining,1.0
STU1241,5,11.4,9,9,128.2,75.6,50.8,42.0,65.9,65.5,2.4,89.8,5,Declining,1.0
STU1242,2,11.0,4,12,130.0,56.4,47.3,52.2,34.0,40.5,1.4,46.3,6,Declining,1.0
STU1243,1,11.0,5,13,100.0,46.4,47.9,57.8,55.8,92.7,2.9,72.0,4,Declining,
STU1244,5,13.666666666666666,6,14,159.9,65.9,55.3,60.1,70.6,57.3,3.7,45.4,3,Stable,0.0
STU1245,4,11.75,6,10,100.0,62.8,43.6,51.1,45.9,42.7,4.9,42.9,6,Declining,1.0
STU1246,1,10.0,7,11,116.5,70.7,69.5,63.3,69.5,76.7,2.8,14.4,2,Declining,1.0
STU1247,6,13.5,6,8,120.0,56.8,43.2,46.1,61.9,63.5,3.4,62.7,1,Stable,0.0
STU1248,0,0.0,6,0,117.0,59.2,50.5,35.1,49.6,40.4,2.2,40.8,6,Declining,1.0
STU1249,1,12.0,6,12,140.0,66.7,21.3,44.1,60.8,53.7,3.2,48.2,4,Declining,
STU1250,3,13.0,6,11,118.1,67.6,46.8,60.9,40.0,67.5,4.7,57.0,5,Stable,1.0
STU1251,6,14.833333333333334,6,7,153.5,75.8,49.6,51.5,66.5,58.4,5.7,68.0,3,Declining,0.0
STU1252,6,11.833333333333334,6,6,127.9,65.5,53.7,58.8,59.1,32.2,3.6,29.1,5,Declining,0.0
STU1253,5,12.0,6,10,118.8,66.0,46.5,63.6,49.6,52.6,2.5,52.2,6,Stable,0.0
STU1254,4,12.75,6,11,126.7,69.1,67.4,47.7,70.2,63.5,3.5,75.9,4,Improving,0.0
STU1255,0,0.0,5,5,170.0,54.7,32.8,19.6,21.7,38.1,2.2,26.8,4,Declining,
STU1256,0,0.0,6,7,110.0,44.9,23.7,36.3,34.8,27.2,0.4,10.8,7,Declining,1.0
STU1257,6,12.0,6,6,115.0,62.5,39.5,44.6,68.9,52.6,3.3,67.7,2,Declining,0.0
STU1258,7,11.677777777777775,7,9,119.0,64.4,46.5,47.4,65.3,64.4,2.0,55.1,2,Declining,0.0
STU1259,7,13.6,8,8,121.8,62.9,62.3,27.0,51.2,70.7,4.4,54.4,5,Improving,0.0
STU1260,6,16.0,6,7,133.4,65.5,65.5,38.1,50.3,43.0,2.7,50.0,2,Declining,0.0
STU1261,5,11.8,6,9,131.4,66.8,36.1,63.1,52.2,38.4,3.2,64.5,3,Declining,0.0
STU1262,0,0.0,5,5,135.0,53.3,26.1,27.5,44.6,38.0,1.8,22.7,6,Declining,1.0
STU1263,0,0.0,6,0,122.8,61.8,22.2,51.9,36.6,29.7,0.3,51.7,7,Declining,1.0
STU1264,6,16.142857142857142,6,7,140.0,75.1,51.3,49.1,57.7,49.5,4.1,57.6,5,Stable,0.0
STU1265,7,11.785714285714286,8,8,125.3,47.4,63.6,60.9,57.1,50.7,2.5,68.0,6,Stable,0.0
STU1266,8,13.42375,8,8,126.3,56.4,56.4,54.3,55.0,65.2,5.8,69.2,3,Stable,0.0
STU1267,6,12.5,6,8,100.0,47.0,58.4,62.6,51.7,43.6,5.4,34.7,3,Stable,0.0
STU1268,7,12.464285714285714,8,8,121.3,64.6,61.6,52.6,45.2,40.5,5.3,60.7,2,Declining,0.0
STU1269,8,12.375,11,18,135.0,65.6,47.9,60.5,58.7,47.8,4.3,52.6,4,Declining,
STU1270,1,10.0,6,8,120.0,63.1,30.0,63.2,50.1,29.6,3.5,53.7,5,Declining,1.0
STU1271,5,12.6,6,8,113.7,72.4,44.0,59.7,46.2,53.6,3.5,50.5,8,Declining,
STU1272,5,12.6,5,5,129.7,65.1,60.4,45.3,58.0,53.9,4.3,22.5,5,Stable,0.0
STU1273,2,10.0,5,7,132.1,57.6,53.4,26.6,62.9,60.5,5.1,56.7,2,Stable,1.0
STU1274,0,0.0,7,7,120.3,55.7,37.0,37.7,42.8,26.3,0.8,0.0,8,Declining,1.0
STU1275,5,11.6,5,7,120.0,61.1,61.4,58.2,58.9,53.5,4.1,52.2,3,Stable,0.0
STU1276,6,12.166666666666666,6,8,123.1,54.2,53.3,56.4,65.8,57.5,1.7,80.5,2,Stable,0.0
STU1277,4,13.6,6,10,119.4,73.5,47.3,43.8,55.4,34.6,3.2,72.8,6,Declining,0.0
STU1278,4,12.5,5,8,140.0,68.5,31.3,54.9,63.6,54.7,3.5,56.2,6,Declining,1.0
STU1279,4,12.25,6,6,116.5,76.3,64.8,60.5,31.2,54.7,3.9,41.8,6,Declining,
STU1280,6,11.714285714285714,6,7,113.0,55.8,49.9,70.7,48.4,51.4,4.5,50.4,3,Stable,0.0
STU1281,6,13.5,6,7,133.9,53.8,47.1,52.8,45.8,39.0,5.4,69.1,7,Stable,0.0
STU1282,7,13.024285714285714,8,8,115.5,59.6,51.9,85.6,71.5,54.0,2.2,42.3,5,Stable,0.0
STU1283,0,0.0,6,12,116.5,59.4,54.8,57.2,49.2,16.2,3.1,38.7,4,Declining,1.0
STU1284,5,17.333333333333332,5,6,171.2,75.0,66.6,59.7,46.7,60.3,6.2,43.5,7,Improving,0.0
STU1285,4,11.0,5,7,119.1,66.4,44.4,54.8,43.7,59.7,3.0,44.0,5,Declining,0.0
STU1286,6,13.666666666666666,7,10,121.1,68.2,58.7,72.8,43.6,52.3,3.3,47.1,4,Declining,1.0
STU1287,6,11.375,6,9,132.9,72.5,65.8,42.5,58.8,68.3,3.9,57.6,3,Declining,
STU1288,6,12.833333333333334,6,6,132.8,62.5,56.0,45.2,58.1,45.3,3.7,60.6,0,Stable,0.0
STU1289,5,12.6,6,9,126.7,74.2,52.6,38.7,51.4,44.4,3.5,83.9,5,Declining,0.0
STU1290,6,14.333333333333334,7,8,105.8,83.1,28.3,53.3,48.8,51.8,5.8,52.2,3,Stable,0.0
STU1291,4,13.5,5,8,117.2,57.1,65.9,43.6,55.1,80.0,6.6,56.1,4,Stable,
STU1292,7,14.285714285714286,8,8,140.0,65.8,41.8,52.9,84.1,52.5,3.7,73.2,4,Stable,0.0
STU1293,3,11.75,6,15,120.0,53.6,27.2,52.2,50.4,77.4,6.4,49.2,3,Declining,1.0
STU1294,5,14.8,5,5,119.5,58.9,30.8,38.9,68.2,53.8,3.5,54.7,5,Declining,0.0
STU1295,0,0.0,6,7,153.9,58.8,25.8,55.4,39.2,29.3,3.0,40.5,5,Declining,1.0
STU1296,1,10.0,6,14,130.0,49.1,52.1,63.6,61.0,72.0,2.0,34.9,2,Stable,1.0
STU1297,0,0.0,5,5,107.0,49.3,49.7,33.2,47.9,40.9,1.0,34.0,6,Declining,1.0
STU1298,4,12.6,7,10,132.8,73.7,54.6,71.3,54.7,48.9,3.3,38.5,3,Declining,1.0
STU1299,5,12.428571428571429,5,9,127.5,67.5,71.9,58.7,61.9,63.3,4.8,46.6,1,Declining,0.0
STU1300,4,10.0,6,10,123.3,70.0,43.5,64.5,65.0,65.4,3.7,79.9,3,Stable,
STU1301,3,12.333333333333334,5,7,122.0,53.9,46.2,35.7,54.3,44.0,1.6,46.4,5,Declining,1.0
STU1302,0,0.0,6,0,114.8,55.5,12.6,34.0,39.4,48.8,0.4,33.3,6,Declining,1.0
STU1303,0,0.0,0,0,140.0,70.1,28.1,45.5,47.9,35.3,0.0,0.0,8,Declining,0.0
STU1304,10,12.1,11,12,111.0,63.4,31.0,56.6,75.8,45.4,4.7,64.0,5,Stable,0.0
STU1305,6,14.714285714285714,6,7,133.2,63.4,37.4,54.4,43.8,46.8,4.2,84.3,5,Declining,0.0
STU1306,6,12.666666666666666,6,6,123.0,70.8,59.2,53.3,43.4,39.5,4.0,39.5,3,Stable,0.0
STU1307,12,14.384615384615383,12,14,150.0,64.1,39.2,67.0,77.1,61.9,4.9,78.9,2,Stable,0.0
STU1308,5,13.4,5,5,132.3,71.6,32.2,55.6,50.3,54.3,2.9,42.4,5,Improving,0.0
STU1309,7,13.314285714285717,8,8,126.0,52.9,32.3,75.1,70.0,68.8,4.2,29.7,5,Declining,0.0
STU1310,7,11.98857142857143,8,8,119.3,47.1,61.6,43.4,49.8,64.5,5.6,46.5,5,Declining,0.0
STU1311,11,11.545454545454543,11,17,133.8,72.0,76.4,60.8,55.8,53.4,5.1,48.7,3,Stable,0.0
STU1312,6,16.46153846153846,6,13,126.5,61.1,55.0,67.3,70.2,55.2,2.9,59.6,4,Stable,0.0
STU1313,6,13.666666666666666,6,7,138.4,62.2,64.0,40.7,64.2,46.7,3.6,49.0,4,Declining,0.0
STU1314,7,12.65,7,8,129.0,73.9,38.8,51.7,45.7,55.9,3.2,38.8,1,Declining,1.0
STU1315,6,12.333333333333334,6,7,118.3,71.0,66.3,56.6,61.9,50.8,4.9,60.0,4,Stable,
STU1316,6,14.37,7,8,129.8,57.4,44.8,74.4,50.9,55.8,2.8,72.1,3,Stable,0.0
STU1317,3,12.0,5,13,113.6,68.9,57.6,54.2,58.5,69.1,3.8,59.2,6,Declining,
STU1318,3,12.0,6,12,128.3,62.2,49.1,61.5,54.6,69.6,3.2,51.9,3,Stable,1.0
STU1319,4,12.0,6,11,130.0,68.4,27.1,63.0,53.0,44.6,2.7,49.0,3,Declining,1.0
STU1320,5,12.6,6,10,121.9,65.7,40.7,21.3,49.6,62.6,4.1,60.6,6,Declining,0.0
STU1321,6,12.166666666666666,6,6,129.4,53.8,53.3,55.2,39.0,61.0,3.5,43.4,3,Declining,0.0
STU1322,6,13.5,7,8,115.3,61.1,30.5,50.4,50.6,47.9,4.9,66.2,3,Declining,
STU1323,8,13.76375,8,8,125.5,48.8,58.2,75.6,65.6,73.2,3.6,36.9,5,Stable,0.0
STU1324,6,12.4,7,11,117.8,67.9,35.2,63.6,61.1,36.3,2.5,26.7,5,Improving,0.0
STU1325,4,10.666666666666666,5,16,118.7,68.0,56.2,63.3,46.0,64.7,3.4,58.9,6,Stable,
STU1326,6,14.333333333333334,7,7,139.0,61.5,36.9,62.4,68.5,53.6,4.3,38.2,3,Stable,0.0
STU1327,4,12.5,6,12,98.9,64.5,56.0,54.9,58.9,39.8,4.5,39.6,4,Stable,
STU1328,1,10.0,6,14,137.7,54.7,56.1,59.3,57.5,46.3,3.0,29.5,4,Declining,1.0
STU1329,7,14.69625,7,8,113.6,78.1,52.5,57.3,48.3,78.8,5.2,65.0,3,Stable,0.0
STU1330,4,11.5,6,14,113.4,54.8,49.2,68.6,72.9,82.3,2.1,38.2,5,Declining,
STU1331,7,12.855555555555556,7,9,128.5,64.6,71.0,43.3,62.3,45.6,5.2,75.0,3,Stable,0.0
STU1332,7,13.7,7,7,142.8,57.0,44.1,69.0,73.3,54.8,4.7,66.2,2,Stable,0.0
STU1333,0,0.0,5,9,137.7,57.8,29.9,35.0,36.3,37.0,1.6,35.8,3,Declining,1.0
STU1334,3,11.2,6,13,103.5,72.6,56.6,60.0,35.5,50.7,4.8,72.5,4,Stable,
STU1335,7,13.285714285714286,7,7,123.2,50.5,58.3,37.3,48.2,74.5,4.4,40.2,5,Declining,0.0
STU1336,5,13.0,6,9,126.0,71.2,48.6,57.8,66.6,48.7,5.4,54.0,3,Stable,
STU1337,6,12.6,7,8,121.7,79.3,37.3,53.1,45.2,44.4,2.9,18.2,2,Declining,
STU1338,5,12.8,5,5,142.8,66.5,62.4,53.2,70.4,47.4,2.9,43.1,7,Stable,
STU1339,5,11.5,6,14,120.0,60.3,36.2,32.8,48.5,50.7,4.4,31.6,4,Declining,1.0
STU1340,7,11.4,8,8,119.3,65.9,79.1,55.2,60.3,62.9,3.9,66.0,5,Declining,0.0
STU1341,6,12.333333333333334,6,6,121.0,61.6,37.0,55.9,58.4,54.8,2.1,70.8,6,Declining,0.0
STU1342,5,12.8,6,7,139.4,81.4,37.8,32.7,52.6,61.0,6.0,47.3,6,Stable,0.0
STU1343,5,12.0,5,8,113.9,72.0,54.6,39.7,52.2,65.2,5.8,85.0,4,Stable,0.0
STU1344,5,13.0,6,8,124.6,73.1,58.0,56.3,46.2,49.9,4.0,39.2,2,Declining,0.0
STU1345,6,11.833333333333334,6,6,123.8,82.9,39.3,58.8,75.2,52.1,2.9,33.5,1,Declining,1.0
STU1346,6,14.0,6,8,126.3,77.8,73.4,55.5,62.7,60.8,3.2,46.0,4,Declining,0.0
STU1347,6,12.333333333333334,6,6,120.4,65.0,55.3,54.9,39.8,45.9,4.3,57.6,7,Stable,0.0
STU1348,5,13.04,7,10,120.5,66.3,48.7,55.0,42.7,54.1,5.6,66.5,4,Stable,
STU1349,11,13.166666666666666,11,18,144.9,89.3,62.8,54.7,67.4,72.4,7.8,72.8,5,Stable,
STU1350,6,12.5,6,7,139.9,60.2,66.2,52.5,56.2,55.0,3.5,47.1,3,Stable,0.0
STU1351,0,0.0,0,0,133.3,53.6,54.3,21.2,23.3,53.3,1.6,46.8,8,Declining,0.0
STU1352,7,15.657142857142857,8,8,126.0,60.4,57.6,51.3,84.9,46.0,4.1,49.3,5,Declining,0.0
STU1353,6,12.166666666666666,6,6,133.5,51.3,36.0,53.7,28.0,57.2,4.3,95.3,4,Declining,0.0
STU1354,0,0.0,6,0,127.9,48.0,19.9,52.8,36.8,44.9,1.0,46.1,7,Declining,1.0
STU1355,5,10.6,6,11,105.9,58.0,32.8,51.4,54.8,55.6,2.0,19.5,3,Declining,
STU1356,6,13.428571428571429,6,10,124.3,61.9,45.2,80.6,50.5,51.2,3.7,46.6,5,Declining,
STU1357,4,11.75,6,8,102.5,69.5,49.9,75.6,62.8,34.0,4.0,37.9,3,Stable,1.0
STU1358,0,0.0,5,10,97.0,55.9,39.1,40.3,47.9,52.8,4.2,63.8,5,Declining,1.0
STU1359,0,0.0,0,0,134.7,63.1,48.5,33.0,42.9,21.1,0.7,16.0,5,Declining,1.0
STU1360,0,0.0,5,0,113.8,56.2,10.1,65.2,40.7,22.0,3.4,0.0,5,Declining,1.0
STU1361,1,13.0,5,9,116.9,65.1,47.9,60.0,58.4,57.2,3.3,62.7,2,Declining,1.0
STU1362,7,13.331428571428573,8,8,124.0,64.9,58.9,61.6,55.7,50.7,3.7,11.4,7,Declining,0.0
STU1363,0,0.0,6,0,117.5,70.6,1.3,29.3,26.3,39.7,0.1,24.8,4,Declining,1.0
STU1364,0,0.0,0,0,154.8,51.6,40.4,32.9,51.1,22.6,2.5,42.2,8,Declining,0.0
STU1365,6,13.7,7,7,141.0,74.1,85.4,43.7,74.6,58.0,4.3,47.9,2,Stable,0.0
STU1366,0,0.0,5,5,120.0,46.0,45.0,56.6,42.9,48.7,4.8,52.5,5,Declining,1.0
STU1367,9,13.454545454545457,9,12,133.6,66.9,59.5,64.8,61.0,38.7,4.0,63.8,3,Declining,1.0
STU1368,7,12.2,8,8,122.0,82.7,49.2,51.7,56.6,57.3,5.8,39.7,6,Declining,0.0
STU1369,3,10.0,5,8,120.0,68.6,49.9,44.5,39.1,60.2,3.0,49.6,5,Declining,1.0
STU1370,5,13.0,6,7,114.2,54.6,69.7,42.3,50.4,37.1,3.4,78.0,3,Declining,0.0
STU1371,6,12.0,6,11,95.5,58.0,47.7,54.0,64.4,55.5,1.9,56.4,4,Declining,0.0
STU1372,7,15.028571428571428,8,8,120.0,81.0,69.1,59.8,61.6,57.1,5.6,64.5,6,Improving,0.0
STU1373,6,12.0,6,8,111.1,66.6,57.0,27.1,73.2,57.6,4.0,59.1,6,Declining,0.0
STU1374,5,12.0,6,8,128.6,63.2,70.1,42.0,62.7,49.2,3.7,40.1,3,Declining,0.0
STU1375,3,13.666666666666666,7,7,130.0,58.8,63.1,44.9,50.8,34.6,3.3,25.4,2,Stable,1.0
STU1376,0,0.0,0,0,111.1,52.5,37.3,51.0,48.2,33.2,2.3,36.0,5,Declining,1.0
STU1377,5,12.0,5,6,122.7,76.5,51.7,46.6,53.1,45.6,2.8,72.3,5,Declining,
STU1378,0,0.0,0,0,134.4,49.4,31.2,16.5,25.0,37.2,2.5,39.2,3,Declining,0.0
STU1379,1,14.0,6,6,131.0,59.1,60.2,38.2,63.9,65.0,2.3,28.0,4,Declining,1.0
STU1380,0,0.0,6,6,125.0,60.4,28.8,59.6,47.4,21.0,1.9,37.8,4,Declining,1.0
STU1381,7,12.375,7,8,106.0,58.4,53.9,51.1,86.5,65.9,4.6,67.8,3,Stable,0.0
STU1382,0,0.0,7,0,128.0,47.5,32.7,25.5,36.1,59.2,3.7,48.2,7,Declining,1.0
STU1383,18,11.421052631578949,18,21,120.0,73.9,47.2,46.2,74.0,84.9,5.4,77.2,3,Improving,0.0
STU1384,6,13.35,7,7,134.8,66.8,55.0,55.7,49.6,75.7,5.5,57.3,5,Declining,0.0
STU1385,6,15.0,6,6,112.0,60.9,35.3,58.2,49.4,57.7,4.1,45.5,6,Improving,0.0
STU1386,2,10.5,5,9,116.1,66.7,41.5,55.1,75.4,49.9,2.2,43.3,10,Declining,1.0
STU1387,0,0.0,6,0,120.0,56.8,43.0,70.7,20.9,16.3,4.5,45.3,7,Declining,1.0
STU1388,5,13.25,5,8,119.7,50.3,53.6,39.7,55.9,50.9,3.7,39.7,5,Stable,0.0
STU1389,0,0.0,5,10,117.1,62.2,38.3,35.1,60.2,53.0,3.3,19.1,5,Declining,1.0
STU1390,4,11.5,5,7,112.4,59.8,38.7,55.6,38.6,34.1,2.8,59.8,6,Declining,
STU1391,8,13.88125,8,8,131.0,74.6,67.3,52.5,53.9,46.1,4.8,62.2,6,Stable,0.0
STU1392,6,11.333333333333334,6,8,130.9,82.2,40.2,29.1,64.6,54.1,4.2,73.4,3,Declining,0.0
STU1393,0,0.0,0,0,134.9,54.5,43.5,44.1,29.4,18.2,2.0,43.9,5,Declining,1.0
STU1394,6,12.857142857142858,6,7,127.1,61.2,67.6,47.4,59.8,75.7,6.3,44.6,3,Improving,0.0
STU1395,5,11.6,6,6,110.2,76.0,31.5,40.1,46.8,58.9,4.2,73.4,2,Stable,0.0
STU1396,5,11.4,6,9,108.7,58.4,45.3,42.5,68.3,56.3,3.2,55.1,4,Stable,0.0
STU1397,6,13.333333333333334,6,11,138.0,82.1,47.0,74.6,70.4,64.5,5.9,64.8,2,Stable,
STU1398,7,13.571428571428571,7,7,147.7,63.6,56.7,72.0,53.0,51.1,1.9,49.6,4,Stable,0.0
STU1399,6,11.833333333333334,7,13,123.0,61.3,40.7,41.9,27.8,57.2,2.1,60.7,5,Stable,0.0
STU1400,7,14.428571428571429,7,7,142.8,86.7,40.2,36.4,63.6,44.1,5.2,48.1,4,Declining,0.0
STU1401,0,0.0,0,0,138.3,57.9,34.4,48.8,51.7,10.2,2.3,0.0,5,Declining,
STU1402,6,12.285714285714286,6,8,125.2,79.1,44.9,79.3,61.5,53.1,3.2,79.8,2,Declining,0.0
STU1403,5,14.4,5,7,141.8,66.4,50.6,83.4,60.9,73.2,4.4,40.6,6,Stable,0.0
STU1404,7,13.15,7,8,130.6,66.4,63.9,39.2,60.3,75.1,5.3,46.3,1,Stable,0.0
STU1405,0,0.0,5,6,130.0,40.0,16.5,55.2,38.8,36.6,0.8,22.3,6,Declining,1.0
STU1406,0,0.0,5,5,100.0,63.6,34.4,38.7,34.4,35.4,2.0,58.7,8,Declining,1.0
STU1407,7,12.342857142857143,8,8,119.0,69.8,45.5,32.4,57.4,35.7,4.0,61.2,4,Declining,0.0
STU1408,5,12.2,6,6,124.3,64.4,50.7,43.1,52.7,65.1,4.1,60.5,6,Declining,
STU1409,4,10.5,6,10,122.2,68.9,41.7,42.3,60.3,55.9,4.3,63.3,5,Declining,1.0
STU1410,5,10.6,5,5,150.0,64.6,34.8,57.6,45.1,48.7,1.2,60.4,2,Declining,0.0
STU1411,0,0.0,6,6,135.5,48.1,40.6,22.5,37.7,15.2,2.7,35.0,8,Declining,1.0
STU1412,4,11.25,6,8,127.3,67.3,82.3,63.4,54.5,29.5,1.3,52.1,4,Stable,0.0
STU1413,6,10.5,9,11,127.0,63.9,49.4,59.3,47.4,54.1,3.7,73.8,4,Stable,0.0
STU1414,4,11.0,6,11,126.9,70.5,40.6,64.5,39.9,32.8,2.3,31.4,5,Declining,
