StudentID,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsScore,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Gender,Stream,PlacementStatus
STU_01279,7.49,0,2,0,63.1,81.8,1,1,68.8,69.9,Male,Mechanical,Placed
STU_01280,6.99,0,2,0,58.9,70.2,0,1,66.6,80.2,Male,Computer Science,Placed
STU_01281,7.43,1,2,0,76.7,67.1,0,1,65.1,87.0,Male,Civil,Not Placed
STU_01282,7.15,2,3,0,75.7,82.0,0,0,87.7,64.3,Female,Information Technology,Placed
STU_01283,8.01,3,3,1,66.8,85.2,1,1,85.9,67.0,Female,Electronics,Placed
STU_01284,8.26,1,2,0,67.8,63.9,1,1,83.2,82.3,Male,Civil,Placed
STU_01285,6.51,3,2,1,76.2,93.2,0,0,66.9,59.0,Male,Computer Science,Placed
STU_01286,5.97,1,1,3,84.5,50.6,0,1,75.1,69.1,Male,Civil,Placed
STU_01287,5.46,3,2,0,73.0,53.9,1,0,81.3,98.9,Female,Electronics,Placed
STU_01288,7.81,1,2,1,52.1,66.5,0,0,90.6,77.1,Male,Mechanical,Placed
STU_01289,6.2,0,2,0,66.7,68.0,0,1,81.6,71.9,Male,Civil,Placed
STU_01290,5.15,0,1,0,63.9,68.5,0,0,79.3,56.0,Female,Computer Science,Not Placed
STU_01291,7.69,1,2,1,54.2,65.6,1,0,68.7,48.5,Female,Computer Science,Placed
STU_01292,9.79,0,2,0,77.5,63.3,0,1,87.0,86.7,Female,Information Technology,Placed
STU_01293,7.29,0,2,0,78.6,69.4,1,0,75.2,62.2,Male,Civil,Placed
STU_01294,8.14,1,1,0,80.9,64.9,1,0,63.9,75.5,Male,Mechanical,Placed
STU_01295,7.38,2,1,2,55.1,80.2,0,1,69.2,89.0,Female,Computer Science,Not Placed
STU_01296,7.2,0,1,1,72.4,72.4,1,0,84.8,69.5,Male,Information Technology,Placed
STU_01297,8.22,1,3,3,69.9,69.3,1,1,85.2,69.9,Female,Civil,Placed
STU_01298,7.01,1,2,2,74.6,71.1,0,1,51.2,82.7,Female,Electronics,Placed
STU_01299,7.57,3,1,0,71.9,85.4,1,0,77.1,89.9,Male,Civil,Placed
STU_01300,7.62,2,0,0,69.8,66.2,0,0,65.1,84.3,Female,Information Technology,Placed
STU_01301,6.63,1,2,0,68.0,56.7,0,1,82.0,91.2,Female,Computer Science,Placed
STU_01302,8.29,1,1,1,86.6,60.3,1,1,83.9,49.6,Male,Electronics,Placed
STU_01303,7.13,0,4,1,57.1,69.2,0,1,67.3,79.6,Male,Computer Science,Placed
STU_01304,6.54,1,2,0,67.4,77.8,1,1,78.1,89.1,Male,Mechanical,Placed
STU_01305,7.84,1,1,0,86.2,82.6,0,1,86.4,80.0,Female,Information Technology,Placed
STU_01306,6.4,2,2,0,57.8,91.8,1,0,88.2,73.4,Female,Civil,Placed
STU_01307,7.33,1,1,2,58.6,80.9,0,1,69.5,61.5,Female,Mechanical,Placed
STU_01308,7.29,0,3,2,81.0,61.4,0,1,88.8,66.9,Female,Mechanical,Placed
STU_01309,8.39,1,1,0,48.6,69.6,1,1,80.6,91.5,Female,Electronics,Placed
STU_01310,7.77,0,4,0,79.9,46.0,0,0,73.1,74.6,Male,Electronics,Placed
STU_01311,7.27,0,2,0,62.7,68.3,1,0,77.1,68.1,Male,Mechanical,Placed
STU_01312,8.12,0,3,2,76.2,64.7,1,1,86.0,57.9,Male,Computer Science,Placed
STU_01313,8.69,0,0,3,51.7,44.2,0,1,85.8,80.1,Male,Information Technology,Placed
STU_01314,7.86,2,1,0,87.8,97.3,1,0,87.1,66.1,Male,Mechanical,Placed
STU_01315,7.31,0,2,0,51.7,67.5,0,0,71.3,74.6,Male,Civil,Placed
STU_01316,,0,2,0,80.9,46.7,1,1,80.2,94.0,Male,Information Technology,Not Placed
STU_01317,6.23,3,1,1,52.4,68.7,1,1,75.6,83.8,Male,Information Technology,Placed
STU_01318,6.99,0,1,1,97.1,91.8,0,1,80.1,89.4,Male,Civil,Placed
STU_01319,6.69,0,1,1,68.9,94.9,0,1,72.9,76.6,Male,Electronics,Placed
STU_01320,7.11,0,2,3,99.3,72.7,1,1,93.9,82.8,Male,Civil,Placed
STU_01321,7.36,0,1,0,57.7,73.2,1,0,77.8,89.6,Female,Electronics,Placed
STU_01322,7.83,0,1,2,63.4,86.7,0,0,76.6,65.9,Male,Electronics,Placed
STU_01323,7.23,0,1,0,88.2,70.2,0,1,82.4,74.6,Male,Information Technology,Placed
STU_01324,7.79,1,1,0,48.6,77.5,0,1,89.1,67.4,Male,Electronics,Placed
STU_01325,7.36,0,1,1,59.5,82.1,1,0,78.5,68.3,Female,Information Technology,Placed
STU_01326,5.32,0,4,2,77.4,59.1,0,0,74.9,73.4,Male,Computer Science,Not Placed
STU_01327,6.36,2,1,1,54.7,90.4,1,1,86.9,64.5,Male,Civil,Placed
STU_01328,7.16,0,3,2,77.8,61.4,0,0,95.4,70.9,Male,Civil,Placed
STU_01329,6.09,2,1,2,72.6,64.4,1,0,92.2,82.5,Male,Electronics,Placed
STU_01330,7.9,1,1,0,47.3,73.2,0,1,68.2,73.9,Female,Electronics,Placed
STU_01331,8.83,0,1,2,84.5,83.3,1,1,85.7,66.5,Female,Computer Science,Placed
STU_01332,8.52,1,2,2,51.1,80.1,0,1,77.3,83.6,Male,Computer Science,Placed
STU_01333,7.09,0,2,1,81.6,71.4,0,0,90.7,64.9,Male,Information Technology,Placed
STU_01334,8.79,0,2,1,71.9,75.4,0,1,96.3,62.9,Female,Mechanical,Placed
STU_01335,7.45,1,0,2,63.2,84.9,0,1,54.3,88.2,Female,Computer Science,Placed
STU_01336,6.96,1,3,2,53.4,72.1,1,0,78.1,84.3,Male,Computer Science,Placed
STU_01337,6.69,1,4,0,74.9,62.3,1,1,73.4,71.3,Female,Civil,Placed
STU_01338,7.0,2,1,2,56.9,64.8,1,1,70.9,95.9,Male,Civil,Not Placed
STU_01339,6.91,0,2,2,88.1,82.9,1,0,68.8,68.8,Female,Computer Science,Placed
STU_01340,7.47,1,2,0,88.7,62.3,0,1,73.5,82.5,Male,Computer Science,Placed
STU_01341,7.46,1,1,1,94.6,53.2,1,1,75.1,57.6,Male,Civil,Placed
STU_01342,7.3,3,0,0,74.2,68.3,0,1,74.5,63.8,Male,Computer Science,Placed
STU_01343,7.74,2,2,0,63.9,71.1,1,1,57.8,86.3,Male,Computer Science,Placed
STU_01344,8.49,2,3,1,65.5,82.3,0,1,79.3,90.6,Male,Mechanical,Placed
STU_01345,8.25,0,0,2,64.4,54.5,0,1,88.6,73.3,Male,Computer Science,Placed
STU_01346,5.82,1,2,0,73.7,76.2,0,1,72.4,99.0,Female,Electronics,Placed
STU_01347,5.0,0,3,2,76.5,85.8,1,0,61.6,89.4,Male,Electronics,Placed
STU_01348,8.23,0,1,1,88.5,62.2,1,1,79.0,67.3,Female,Mechanical,Placed
STU_01349,5.93,2,1,2,70.3,73.0,0,1,88.6,70.8,Male,Computer Science,Placed
STU_01350,7.08,0,2,2,49.0,46.2,1,1,79.6,59.8,Female,Mechanical,Not Placed
STU_01351,6.13,3,1,2,63.9,82.5,1,1,70.7,70.1,Male,Computer Science,Placed
STU_01352,5.5,0,1,2,93.3,81.5,0,1,67.5,77.6,Female,Computer Science,Placed
STU_01353,7.84,2,1,2,46.7,71.8,1,1,85.1,75.4,Male,Computer Science,Placed
STU_01354,8.06,0,1,0,81.1,56.1,0,1,75.7,75.3,Male,Electronics,Placed
STU_01355,6.72,0,3,0,64.1,80.0,1,1,72.8,86.0,Male,Electronics,Placed
STU_01356,5.0,0,2,0,56.7,69.1,0,0,71.9,76.8,Female,Information Technology,Placed
STU_01357,6.75,1,1,1,75.9,38.6,0,1,80.2,82.5,Male,Mechanical,Placed
STU_01358,7.69,0,2,0,93.4,81.3,1,1,79.2,79.9,Male,Civil,Placed
STU_01359,5.82,1,4,0,75.1,86.0,0,1,78.5,78.2,Female,Mechanical,Placed
STU_01360,7.48,0,0,2,66.1,88.1,0,1,68.4,85.1,Male,Mechanical,Placed
STU_01361,7.28,0,1,1,50.6,56.7,1,1,67.7,83.8,Female,Electronics,Not Placed
STU_01362,7.88,0,4,2,68.5,49.0,1,1,71.5,62.6,Female,Computer Science,Placed
STU_01363,7.42,0,4,0,50.0,67.1,1,1,80.9,95.0,Male,Mechanical,Placed
STU_01364,6.33,2,1,0,65.4,78.2,1,1,83.5,76.3,Male,Mechanical,Placed
STU_01365,8.5,2,0,0,69.1,60.7,0,1,92.7,64.5,Male,Mechanical,Placed
STU_01366,7.14,0,1,0,34.6,52.9,0,1,69.6,74.3,Male,Information Technology,Placed
STU_01367,7.27,1,0,0,90.8,80.7,1,1,85.3,77.9,Female,Electronics,Placed
STU_01368,6.37,1,2,0,51.4,67.9,1,1,60.8,81.5,Male,Electronics,Not Placed
STU_01369,6.86,0,0,0,67.2,79.5,0,1,81.5,85.6,Female,Information Technology,Placed
STU_01370,6.42,0,0,1,78.0,72.2,1,1,62.9,83.4,Male,Information Technology,Placed
STU_01371,7.13,1,2,0,89.6,70.0,0,0,65.7,95.2,Female,Information Technology,Placed
STU_01372,9.01,0,4,0,58.1,71.2,0,1,85.5,76.2,Female,Information Technology,Placed
STU_01373,5.93,0,1,1,32.4,67.7,0,1,79.5,73.3,Male,Electronics,Not Placed
STU_01374,5.69,0,1,1,86.2,66.5,1,1,74.8,58.9,Male,Information Technology,Not Placed
STU_01375,8.77,1,4,2,51.3,58.8,0,1,64.1,85.7,Male,Electronics,Placed
STU_01376,7.09,0,2,1,75.4,77.8,1,1,81.7,81.7,Female,Computer Science,Placed
STU_01377,6.63,0,1,3,76.3,87.0,1,1,78.9,68.8,Female,Mechanical,Placed
STU_01378,8.34,0,1,2,,66.0,1,1,85.2,77.7,Male,Civil,Placed
STU_01379,6.69,0,1,1,45.8,94.4,0,1,60.6,74.9,Male,Electronics,Placed
STU_01380,9.13,0,2,1,63.1,76.5,1,0,84.2,76.9,Male,Electronics,Placed
STU_01381,7.98,2,1,0,31.2,75.1,0,1,72.6,72.0,Male,Civil,Placed
STU_01382,6.81,0,1,1,49.9,79.9,1,1,80.9,76.2,Female,Computer Science,Placed
STU_01383,9.46,1,1,1,71.8,83.7,1,1,77.4,58.3,Male,Computer Science,Placed
STU_01384,6.69,0,1,2,68.7,66.5,1,0,69.5,70.5,Female,Mechanical,Placed
STU_01385,8.04,1,2,1,74.5,78.7,0,1,73.9,78.4,Male,Information Technology,Placed
STU_01386,7.6,1,0,3,76.7,84.6,0,0,69.2,67.2,Female,Mechanical,Not Placed
STU_01387,8.6,0,1,2,44.8,67.4,1,1,72.7,79.3,Male,Civil,Placed
STU_01388,8.86,2,3,3,50.7,72.1,1,1,68.9,97.7,Female,Information Technology,Placed
STU_01389,7.33,1,2,0,81.4,62.8,1,0,82.0,62.3,Male,Information Technology,Placed
STU_01390,6.55,2,0,0,92.9,66.1,0,1,69.4,54.8,Male,Civil,Placed
STU_01391,7.76,0,2,2,55.5,67.8,0,1,83.6,88.3,Female,Electronics,Placed
STU_01392,6.62,3,0,2,73.9,61.1,0,0,99.0,98.0,Female,Mechanical,Placed
STU_01393,9.31,1,2,0,82.1,71.2,0,1,75.4,79.1,Male,Civil,Placed
STU_01394,7.44,3,2,2,73.6,76.0,0,1,62.2,75.1,Male,Civil,Placed
STU_01395,6.93,1,2,1,66.3,77.1,1,1,99.0,67.9,Male,Mechanical,Placed
STU_01396,7.48,1,2,0,60.4,62.3,1,1,81.5,80.9,Female,Civil,Placed
STU_01397,5.95,1,0,1,99.8,64.7,0,1,76.7,74.8,Male,Electronics,Placed
STU_01398,6.33,2,2,2,71.4,82.2,1,1,74.3,84.3,Male,Mechanical,Placed
STU_01399,8.5,3,0,1,75.8,64.7,1,0,67.5,56.2,Male,Civil,Placed
STU_01400,6.64,0,1,2,74.9,81.9,0,0,74.6,78.6,Female,Information Technology,Placed
STU_01401,6.25,1,3,0,57.8,63.2,1,1,70.2,65.8,Female,Mechanical,Placed
STU_01402,7.84,0,2,1,70.8,76.5,1,1,70.3,85.4,Female,Civil,Placed
STU_01403,8.49,1,4,2,65.2,81.0,0,1,83.9,62.4,Female,Electronics,Placed
STU_01404,8.02,0,0,1,64.9,40.2,0,0,87.7,81.9,Male,Information Technology,Placed
STU_01405,8.3,0,2,0,74.8,82.4,0,1,75.7,68.6,Male,Electronics,Placed
STU_01406,6.54,2,0,1,56.3,87.6,0,0,83.0,70.2,Male,Civil,Placed
STU_01407,5.88,0,2,2,51.9,68.3,1,1,99.0,84.3,Female,Information Technology,Placed
STU_01408,8.8,1,0,0,77.5,76.1,0,0,69.6,66.2,Male,Mechanical,Placed
STU_01409,6.98,1,1,1,62.0,61.9,1,1,61.7,58.5,Male,Information Technology,Placed
STU_01410,7.05,0,1,0,64.8,76.4,1,1,86.3,75.8,Female,Electronics,Not Placed
STU_01411,8.63,0,2,1,41.1,100.0,1,0,70.7,67.7,Female,Computer Science,Placed
STU_01412,7.86,1,1,1,84.4,45.6,0,1,72.7,59.9,Male,Civil,Placed
STU_01413,7.76,0,3,2,77.9,66.0,1,0,79.2,78.9,Female,Computer Science,Placed
STU_01414,9.47,2,0,1,80.6,81.6,1,1,90.4,78.2,Male,Civil,Placed
STU_01415,6.66,3,0,1,75.8,87.1,0,0,79.3,76.3,Male,Computer Science,Placed
STU_01416,8.23,0,1,2,47.3,55.4,1,0,56.8,80.6,Male,Information Technology,Placed
STU_01417,7.36,0,4,0,73.4,64.3,1,1,81.6,53.1,Female,Information Technology,Placed
STU_01418,7.57,1,0,1,60.9,65.0,0,1,80.3,66.6,Male,Mechanical,Not Placed
STU_01419,8.83,1,0,2,55.6,64.2,1,1,69.4,78.1,Male,Information Technology,Placed
STU_01420,7.81,0,2,0,77.5,70.6,0,0,61.0,86.4,Male,Information Technology,Placed
STU_01421,7.84,0,1,0,94.9,54.9,0,1,74.2,77.6,Female,,Placed
STU_01422,8.37,1,2,1,92.4,68.9,0,0,55.0,87.9,Female,Civil,Placed
STU_01423,6.94,3,1,0,79.3,60.8,1,1,60.1,67.6,Male,Information Technology,Placed
STU_01424,6.46,0,2,0,69.5,71.2,0,1,64.5,68.2,Male,Information Technology,Placed
STU_01425,6.26,0,1,3,66.8,63.5,0,1,65.5,70.9,Male,Electronics,Placed
STU_01426,5.33,3,2,1,56.4,70.0,0,1,86.8,74.1,Male,Computer Science,Placed
STU_01427,9.36,1,2,2,66.0,59.6,1,0,76.5,55.5,Male,Information Technology,Placed
STU_01428,6.2,1,2,0,83.6,83.4,0,1,81.5,74.8,Female,Information Technology,Placed
STU_01429,7.08,1,2,2,97.3,68.1,1,0,80.1,74.6,Male,Mechanical,Placed
STU_01430,7.02,3,3,2,57.8,72.2,1,1,62.6,68.3,Male,Electronics,Placed
STU_01431,7.61,1,1,2,40.1,70.3,0,0,72.4,66.5,Female,Civil,Placed
STU_01432,8.12,2,1,0,62.0,72.1,0,1,75.7,78.0,Male,Computer Science,Placed
STU_01433,8.16,1,2,1,83.6,72.0,0,1,76.7,81.5,Female,Civil,Placed
STU_01434,6.72,1,2,1,100.0,81.7,0,1,82.8,76.6,Male,Information Technology,Placed
STU_01435,7.13,0,0,2,89.7,68.6,1,1,87.3,76.6,Female,Mechanical,Placed
STU_01436,7.58,0,2,2,89.3,63.4,0,1,81.7,74.6,Male,Electronics,Placed
STU_01437,7.05,1,1,0,57.3,72.5,1,0,95.6,75.2,Female,Computer Science,Not Placed
STU_01438,8.91,0,2,2,57.7,64.6,1,0,82.4,82.5,Male,Electronics,Placed
STU_01439,7.79,1,3,2,50.1,71.1,0,0,72.7,92.8,Female,Electronics,Placed
STU_01440,8.03,0,2,1,60.0,59.4,1,1,90.8,91.4,Male,Electronics,Placed
STU_01441,7.96,2,0,0,83.7,84.6,1,1,65.8,63.1,Female,Civil,Placed
STU_01442,8.47,0,2,2,94.4,62.6,0,0,83.3,51.8,Male,Electronics,Placed
STU_01443,7.48,2,2,1,75.2,86.4,0,1,76.5,80.8,Female,Information Technology,Placed
STU_01444,6.0,1,1,2,66.2,71.3,0,1,69.4,75.2,Female,Information Technology,Placed
STU_01445,7.7,0,2,2,54.0,82.3,1,1,80.1,74.3,Male,Information Technology,Placed
STU_01446,6.65,1,4,0,68.3,62.8,0,1,75.1,79.2,Male,Mechanical,Placed
STU_01447,6.77,0,1,1,73.0,48.4,0,1,59.5,72.3,Male,Mechanical,Placed
STU_01448,7.89,0,1,1,48.1,52.2,1,0,79.8,57.2,Female,Electronics,Placed
STU_01449,8.54,0,1,2,83.8,100.0,0,0,67.7,62.4,Male,Computer Science,Placed
STU_01450,7.32,0,2,0,63.6,64.8,0,1,79.2,63.1,Female,Mechanical,Placed
STU_01451,7.61,3,3,0,82.9,85.2,0,1,76.7,82.3,Male,Civil,Placed
STU_01452,9.0,0,2,2,69.8,56.4,0,1,82.3,95.7,Female,Information Technology,Placed
STU_01453,7.54,1,1,0,74.5,74.1,0,1,55.3,69.8,Male,Electronics,Placed
STU_01454,9.9,0,2,1,59.5,76.2,0,1,68.1,99.0,Female,Civil,Placed
STU_01455,7.87,1,2,0,64.8,100.0,0,0,79.1,54.1,Male,Civil,Placed
STU_01456,5.54,0,2,1,79.6,68.2,0,1,99.0,69.4,Female,Computer Science,Placed
STU_01457,8.05,1,1,1,68.0,63.5,0,1,79.4,77.0,Female,Information Technology,Placed
STU_01458,7.68,1,2,1,53.4,76.2,0,1,73.6,48.0,Female,Information Technology,Placed
STU_01459,8.59,1,1,3,71.7,60.9,0,1,86.7,91.7,Male,Mechanical,Placed
STU_01460,7.97,0,0,0,75.8,76.9,1,1,72.1,67.4,Male,Mechanical,Placed
STU_01461,7.16,1,2,0,90.6,71.4,0,1,82.3,75.4,Male,,Placed
STU_01462,6.08,0,4,1,87.3,63.0,0,1,78.5,79.9,Male,Civil,Placed
STU_01463,7.09,0,1,1,69.0,77.9,1,1,88.7,57.5,Female,Civil,Placed
STU_01464,6.45,0,4,1,61.8,73.3,0,1,84.6,99.0,Female,Information Technology,Placed
STU_01465,6.72,0,0,0,66.6,81.1,0,1,73.2,76.5,Male,Civil,Placed
STU_01466,7.89,1,2,2,62.1,91.8,1,1,63.0,71.3,Male,Information Technology,Placed
STU_01467,8.97,1,0,1,77.6,66.0,0,1,67.3,62.8,Male,Mechanical,Placed
STU_01468,7.69,0,1,0,85.6,67.1,0,1,81.0,77.3,Male,Computer Science,Placed
STU_01469,6.1,0,2,1,88.6,55.9,0,1,77.5,57.7,Female,Mechanical,Placed
STU_01470,7.74,0,2,0,63.8,78.3,0,0,78.3,76.5,Male,Information Technology,Placed
STU_01471,8.5,1,2,0,62.3,64.3,0,1,80.5,90.4,Female,Information Technology,Placed
STU_01472,6.69,1,2,0,63.7,76.1,0,1,69.8,87.8,Male,Mechanical,Placed
STU_01473,7.17,0,2,0,41.0,86.0,0,0,77.0,68.9,Female,Mechanical,Placed
STU_01474,7.31,1,3,0,52.0,63.8,1,0,77.9,71.9,Female,Information Technology,Placed
STU_01475,6.52,1,2,1,69.5,66.3,0,1,63.6,81.0,Female,Electronics,Placed
STU_01476,7.95,1,1,1,75.7,84.2,0,0,71.9,88.0,Male,Mechanical,Placed
STU_01477,7.18,1,1,1,77.4,80.5,0,1,81.9,91.9,Female,Civil,Not Placed
STU_01478,7.72,1,1,0,58.3,79.2,0,1,85.0,92.9,Male,Mechanical,Placed
STU_01479,6.41,1,2,2,62.6,67.3,0,1,69.9,64.7,Male,Computer Science,Placed
STU_01480,6.86,0,0,2,66.0,54.8,1,0,83.0,83.3,Female,Information Technology,Not Placed
STU_01481,8.02,0,0,3,64.3,63.5,1,1,71.9,59.8,Male,Computer Science,Placed
STU_01482,6.93,0,0,0,80.3,59.9,0,1,69.2,69.9,Female,Computer Science,Not Placed
STU_01483,9.03,1,2,1,50.4,79.0,0,1,97.1,62.1,Male,Electronics,Placed
STU_01484,6.9,2,1,0,52.8,75.4,1,0,73.8,62.3,Male,Mechanical,Not Placed
STU_01485,7.52,0,1,2,65.5,64.8,1,1,63.3,77.7,Female,Civil,Placed
STU_01486,8.23,0,2,0,49.5,66.9,0,1,73.6,67.4,Male,Mechanical,Placed
STU_01487,5.88,1,2,0,41.5,77.7,1,0,75.3,78.2,Male,Information Technology,Placed
STU_01488,5.54,2,1,1,47.6,68.2,1,1,87.1,61.7,Male,Mechanical,Placed
STU_01489,5.77,2,2,1,66.4,65.0,0,0,74.4,80.3,Female,Electronics,Placed
STU_01490,8.56,1,0,1,79.5,95.7,1,0,81.8,70.3,Male,Civil,Placed
STU_01491,6.75,2,3,0,79.8,65.4,1,1,88.6,71.8,Male,Information Technology,Placed
STU_01492,9.86,0,1,1,93.8,80.0,1,1,72.2,60.7,Male,Information Technology,Placed
STU_01493,6.74,0,4,2,71.5,76.7,0,1,80.9,86.2,Male,Computer Science,Placed
STU_01494,7.48,0,4,2,73.5,53.7,1,1,77.4,76.5,Female,Information Technology,Placed
STU_01495,8.84,1,2,1,66.2,63.9,0,0,80.3,80.9,Male,Electronics,Placed
STU_01496,9.31,0,0,1,67.0,81.8,1,1,79.0,61.0,Male,Computer Science,Placed
STU_01497,9.36,1,2,0,100.0,70.4,0,0,79.5,82.4,Female,Mechanical,Placed
STU_01498,8.51,1,0,0,73.9,54.4,0,0,75.1,75.5,Female,Civil,Placed
STU_01499,8.32,0,3,0,75.2,76.7,1,1,78.3,69.5,Female,Civil,Placed
STU_01500,7.89,2,2,1,52.8,65.0,0,1,75.3,90.1,Female,Information Technology,Placed
STU_01501,8.08,0,4,1,76.2,77.2,1,0,99.0,79.5,Female,Civil,Placed
STU_01502,6.75,0,2,1,79.9,100.0,0,1,84.1,80.0,Female,Mechanical,Placed
STU_01503,6.48,1,2,0,86.7,76.6,1,1,78.0,53.4,Male,Civil,Placed
STU_01504,7.3,0,2,1,79.5,79.3,0,1,74.6,86.9,Male,Computer Science,Placed
STU_01505,7.13,1,1,0,68.1,69.0,1,1,87.8,79.9,Male,Information Technology,Placed
STU_01506,6.85,2,2,2,67.5,58.6,1,1,69.8,88.6,Male,Electronics,Not Placed
STU_01507,8.0,2,2,0,68.9,84.3,1,1,65.2,68.5,Male,Civil,Placed
STU_01508,8.26,2,3,1,71.6,64.7,1,1,64.4,67.2,Male,Civil,Placed
STU_01509,7.39,0,2,1,89.0,69.2,0,1,91.0,92.8,Female,Information Technology,Placed
STU_01510,8.78,1,3,0,86.1,93.5,1,0,90.5,85.5,Male,Computer Science,Placed
STU_01511,6.16,0,3,0,81.3,67.9,1,1,79.6,59.3,Male,Information Technology,Placed
STU_01512,7.11,0,2,1,100.0,86.6,1,1,72.4,75.2,Male,Electronics,Placed
STU_01513,6.58,0,1,0,30.2,76.6,1,0,72.5,86.2,Male,Information Technology,Placed
STU_01514,,0,2,1,63.1,65.4,1,1,98.4,77.0,Female,Information Technology,Placed
STU_01515,7.22,2,1,2,69.8,76.1,1,0,77.1,69.0,Female,Civil,Placed
STU_01516,7.18,0,0,0,59.9,63.4,1,1,81.4,67.6,Female,Electronics,Placed
STU_01517,8.81,1,1,1,56.1,82.9,1,0,73.6,75.7,Male,Mechanical,Placed
STU_01518,7.93,0,4,2,44.2,87.0,1,1,78.9,86.2,Male,Computer Science,Placed
STU_01519,6.28,1,0,1,65.3,72.6,0,1,81.8,64.1,Male,Information Technology,Placed
STU_01520,9.15,3,2,3,83.4,88.1,1,1,96.1,51.5,Male,Mechanical,Placed
STU_01521,8.52,0,3,0,81.6,73.9,1,1,77.1,70.5,Female,Civil,Placed
STU_01522,7.88,1,2,1,58.7,83.0,0,1,83.2,80.0,Female,Electronics,Placed
STU_01523,7.07,0,2,1,73.3,100.0,0,1,74.4,82.4,Male,Electronics,Not Placed
STU_01524,6.34,0,2,2,90.4,100.0,0,1,79.9,63.8,Female,Civil,Placed
STU_01525,6.93,1,1,0,47.2,69.8,0,0,81.4,78.0,Female,Civil,Placed
STU_01526,8.39,2,0,0,67.6,75.5,1,1,76.0,68.0,Male,Computer Science,Placed
STU_01527,9.18,0,4,0,74.3,59.4,0,0,80.4,83.1,Female,Mechanical,Placed
STU_01528,8.84,0,1,2,70.2,81.6,1,1,70.9,73.5,Female,Information Technology,Placed
STU_01529,6.81,0,2,1,82.8,76.7,1,0,83.0,84.2,Male,Civil,Placed
STU_01530,6.18,1,2,2,47.5,62.7,1,0,78.6,75.7,Female,Electronics,Placed
STU_01531,7.44,1,0,0,54.9,86.2,0,1,72.5,80.5,Female,Civil,Placed
STU_01532,5.53,1,4,0,80.2,68.8,0,1,76.8,70.1,Male,Civil,Placed
STU_01533,7.62,1,2,0,44.5,65.7,0,1,91.1,67.2,Male,Electronics,Placed
STU_01534,7.15,2,0,1,82.2,76.8,0,1,77.0,71.9,Female,Electronics,Placed
STU_01535,6.83,1,4,2,76.7,66.4,0,1,82.3,81.8,Female,Electronics,Placed
STU_01536,5.71,2,2,0,81.1,71.6,0,1,82.2,99.0,Female,Civil,Placed
STU_01537,7.81,2,2,2,63.0,93.0,0,0,83.8,88.9,Female,Information Technology,Placed
STU_01538,6.77,1,2,0,77.6,64.6,0,0,67.0,91.7,Male,Electronics,Placed
STU_01539,6.13,1,0,1,52.4,80.1,0,1,67.6,73.8,Male,Computer Science,Placed
STU_01540,5.0,2,2,1,63.8,65.0,1,1,70.5,69.1,Male,Computer Science,Not Placed
STU_01541,7.27,2,0,0,70.5,60.3,1,1,84.1,50.8,Female,Information Technology,Placed
STU_01542,9.07,0,2,0,56.5,71.0,1,0,80.6,68.4,Male,Information Technology,Placed
STU_01543,8.96,0,2,0,73.3,100.0,1,1,80.1,59.8,Female,Civil,Placed
STU_01544,6.84,3,3,0,52.8,81.4,0,0,76.8,83.5,Male,Computer Science,Placed
STU_01545,6.7,0,2,2,74.0,77.5,1,1,64.8,72.8,Female,Information Technology,Placed
STU_01546,7.77,2,1,3,96.1,65.7,0,1,72.0,60.5,Male,Mechanical,Placed
STU_01547,6.3,0,3,1,51.2,67.4,0,0,80.1,81.0,Female,Computer Science,Placed
STU_01548,7.6,0,2,1,69.7,54.2,0,1,76.3,78.5,Male,Civil,Placed
STU_01549,8.07,0,2,0,45.7,93.5,0,1,79.8,62.5,Male,Information Technology,Placed
STU_01550,8.53,0,1,0,57.5,75.2,0,1,62.4,91.6,Female,Civil,Placed
STU_01551,7.2,0,3,2,80.5,74.2,1,1,77.9,66.7,Male,Mechanical,Placed
STU_01552,7.1,1,3,1,63.5,74.4,1,0,57.1,81.6,Male,Electronics,Placed
STU_01553,6.42,1,2,1,81.1,97.1,0,1,65.0,73.6,Male,Mechanical,Placed
STU_01554,6.47,3,3,2,75.3,75.6,1,1,68.3,93.1,Male,Computer Science,Placed
STU_01555,7.07,0,1,1,,69.7,1,1,59.6,85.1,Male,Electronics,Placed
STU_01556,7.67,1,3,0,54.6,93.6,0,1,70.0,62.9,Male,Computer Science,Placed
STU_01557,8.21,1,2,2,80.3,70.4,1,0,80.8,95.0,Male,Information Technology,Placed
STU_01558,6.5,1,1,1,74.6,51.7,1,0,89.7,61.1,Male,Information Technology,Placed
STU_01559,8.79,1,2,2,47.1,53.7,0,1,72.6,63.3,Female,Civil,Placed
STU_01560,7.03,0,2,1,55.5,69.7,1,0,71.4,92.9,Female,Computer Science,Placed
STU_01561,7.28,0,1,0,28.5,75.5,1,0,76.8,74.7,Female,Electronics,Placed
STU_01562,6.55,0,0,0,49.5,81.9,1,1,75.3,78.4,Male,Electronics,Placed
STU_01563,5.0,0,1,1,65.3,61.0,1,0,67.9,79.7,Male,,Placed
STU_01564,8.18,1,1,1,54.2,69.3,0,0,83.4,63.2,Female,Information Technology,Placed
STU_01565,8.04,0,1,1,57.5,62.3,1,0,75.1,95.7,Male,Mechanical,Placed
